dgp,fit,leaf,nuisance_truth,design,estimand,parameter,kind,support,demandingness,truth,posterior_mean,posterior_median,posterior_p03,posterior_p97,signed_error,abs_error,squared_error,interval_includes_truth
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__moderately_demanding,beta_abs,weak support,moderately demanding,0.2332959659893026,0.05002934431197194,0.04839473157387042,0.028949548718610805,0.07939394132038331,-0.1849012344154322,0.1849012344154322,0.034188466488350604,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__moderately_undemanding,beta_abs,weak support,moderately undemanding,0.6298719913082595,0.05461148276408508,0.052763199865905885,0.030213645826297177,0.0908542173452803,-0.5771087914423536,0.5771087914423536,0.333054557160054,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__neutral,beta_abs,weak support,neutral,0.43417415120952235,0.05282930014130862,0.05069912375684575,0.028532665329956918,0.08722066289670956,-0.3834750274526766,0.3834750274526766,0.14705309667983107,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__strongly_undemanding,beta_abs,weak support,strongly undemanding,0.869159106691928,0.054514043998197224,0.05250600893170755,0.03036137952858002,0.08870164531850264,-0.8166530977602204,0.8166530977602204,0.6669222820813642,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__weakly_undemanding,beta_abs,weak support,weakly undemanding,0.5258744494348768,0.05271402845906656,0.05071614637288864,0.0294775796396427,0.08666322719293353,-0.4751583030619882,0.4751583030619882,0.22577541296874823,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_undermining__neutral,beta_abs,weak undermining,neutral,0.4870543563304338,0.05526051676962754,0.05343650328063816,0.03127419576937426,0.0895778356474027,-0.43361785304979567,0.43361785304979567,0.1880244424835142,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__moderately_demanding,beta_pres,moderate support,moderately demanding,0.7999235885736562,0.9388694003050648,0.9414150040734601,0.8989104713195322,0.9668508282628167,0.14149141549980393,0.14149141549980393,0.020019820660138157,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__moderately_undemanding,beta_pres,moderate support,moderately undemanding,0.8888837493824054,0.947142849485099,0.9489160922784338,0.9148288547234927,0.9708410929576824,0.06003234289602832,0.06003234289602832,0.0036038821935863224,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__neutral,beta_pres,moderate support,neutral,0.800070964229312,0.9486565195265028,0.9504476259710775,0.9162333572314704,0.9708649925562773,0.15037666174176545,0.15037666174176545,0.022613140396597346,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__strongly_demanding,beta_pres,moderate support,strongly demanding,0.6384525086871429,0.9488198291586614,0.9505539506185452,0.9183390845966072,0.9704261223478926,0.3121014419314023,0.3121014419314023,0.0974073100556605,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__weakly_demanding,beta_pres,moderate support,weakly demanding,0.7510862838496203,0.9446425873172011,0.9466133589331451,0.9083319418013553,0.9696987434819313,0.19552707508352485,0.19552707508352485,0.03823083709071837,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__weakly_undemanding,beta_pres,moderate support,weakly undemanding,0.8586701611233953,0.9484822396067641,0.9504694065101151,0.9159124897288474,0.9711315477559608,0.0917992453867198,0.0917992453867198,0.008427101453571196,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__moderately_demanding,beta_pres,strong support,moderately demanding,0.8652906577456392,0.9473013697375889,0.9494912067501029,0.9133548914211223,0.9705226269199556,0.08420054900446372,0.08420054900446372,0.007089732452653096,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__moderately_undemanding,beta_pres,strong support,moderately undemanding,0.9598425445419301,0.947860956394885,0.9499676128636421,0.9138710806380135,0.9713226448475003,-0.009874931678288013,0.009874931678288013,9.75142756508561e-05,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__neutral,beta_pres,strong support,neutral,0.8817754922006148,0.9483913161437789,0.9500694515554551,0.9175567805091666,0.9698415839500318,0.06829395935484028,0.06829395935484028,0.004664064884360577,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__strongly_demanding,beta_pres,strong support,strongly demanding,0.7979354739553153,0.9397223137943914,0.9423830300551106,0.9006246159044222,0.9665806212531725,0.14444755609979532,0.14444755609979532,0.020865096463203513,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__weakly_demanding,beta_pres,strong support,weakly demanding,0.8581969292138683,0.944194770463337,0.9462269052446554,0.9093893067805802,0.9688479684221883,0.0880299760307871,0.0880299760307871,0.007749276679980952,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__weakly_undemanding,beta_pres,strong support,weakly undemanding,0.9205216626808573,0.9491378019223796,0.9509544374093941,0.9156210755683774,0.9710227954628752,0.030432774728536782,0.030432774728536782,0.0009261537776778671,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__moderately_demanding,beta_pres,weak support,moderately demanding,0.560047800174686,0.9483838942685859,0.9501842572038935,0.9150564995824968,0.9706671000706436,0.3901364570292075,0.3901364570292075,0.1522064551033027,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__moderately_undemanding,beta_pres,weak support,moderately undemanding,0.8265237784608894,0.9475162832296857,0.9492076681288208,0.9133070227494842,0.9710244258054661,0.12268388966793142,0.12268388966793142,0.01505133678405317,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__neutral,beta_pres,weak support,neutral,0.6234429189806305,0.9479335732038215,0.9499290754736885,0.9146889852891269,0.971017724782119,0.326486156493058,0.326486156493058,0.10659321038160957,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__strongly_undemanding,beta_pres,weak support,strongly undemanding,0.9250177775636342,0.9481683832042923,0.94988217122843,0.9171537534672279,0.9706991587419496,0.02486439366479576,0.02486439366479576,0.0006182380723179355,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__weakly_undemanding,beta_pres,weak support,weakly undemanding,0.7055114197117434,0.9479077209535699,0.9494060870872851,0.9163512521414746,0.970181777058078,0.24389466737554177,0.24389466737554177,0.059484608774226164,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_undermining__neutral,beta_pres,weak undermining,neutral,0.4570038041913731,0.9440372191251253,0.9458223207055418,0.9104626973107991,0.9678898771717822,0.48881851651416874,0.48881851651416874,0.23894354208711266,False
