beta_profile,seed,replicate_id,system,system_raw,root_z_true,log_B_top_observed,log_B_subfeature_observed,log_B_leaf_latent_observed,log_B_binary_perfect_leaf,log_B_binary_noisy_K6,log_B_ordinal_binary_clamped,log_B_ordinal_three_state_clamped,rho_top_observed,rho_subfeature_observed,rho_leaf_latent_observed,rho_binary_perfect_leaf,rho_binary_noisy_K6,rho_ordinal_binary_clamped,rho_ordinal_three_state_clamped,loss_top_to_subfeature,loss_subfeature_to_leaf_latent,loss_leaf_latent_to_binary_K6,loss_binary_perfect_to_binary_K6,loss_binary_K6_to_ordinal_binary,loss_ordinal_binary_to_three_state
production_prior_mean,20260511,5,Chicken,Chicken,0,-3.5473798918402375,-2.581634420347614,-1.5975706928534095,-1.5975706928534095,-1.597424159753757,-1.5975706928533668,-1.6152698700328756,0.005727012408526881,0.014904545181023632,0.03890282676109879,0.03890282676109879,0.03890830591550531,0.03890282676110038,0.03824643914288823,0.9657454714926237,0.9840637274942043,0.0001465330996524017,0.0001465330996524017,-0.00014653309960976912,-0.01769917717950875
production_prior_mean,20260511,5,LLMs,2024 Leading Chat LLMs,1,4.600487238083709,3.305144937147303,1.4473470833801159,1.4473470833801159,1.4472195647029622,1.4473470833796682,1.2329897804319216,0.9521681233067515,0.8449732155927225,0.4595657828158242,0.4595657828158242,0.45953411179346876,0.4595657828157131,0.40698384926640513,-1.2953423009364062,-1.8577978537671873,-0.0001275186771536596,-0.0001275186771536596,0.00012751867670601769,-0.21435730294774658
production_prior_mean,20260511,6,Chicken,Chicken,1,1.7478558081703914,0.21792484045541105,-0.8545680327688814,-0.8545680327688814,-0.8545586279124251,-0.8545680327681566,-1.4301311842729092,0.5345493291781716,0.19916631338552496,0.07842033578656246,0.07842033578656246,0.07842101548375152,0.07842033578661485,0.04566994768499374,-1.5299309677149804,-1.0724928732242924,9.404856456285415e-06,9.404856456285415e-06,-9.404855731531825e-06,-0.5755631515047526
production_prior_mean,20260511,6,LLMs,2024 Leading Chat LLMs,0,-3.5473798918402375,1.0742416416307985,-0.04568118393947174,-0.04568118393947174,-0.045674219596179455,-0.04568118392194265,0.3569098864948046,0.005727012408526881,0.36930575797418214,0.16041828875948796,0.16041828875948796,0.16041922674913867,0.16041828876184885,0.22226283222768883,4.6216215334710355,-1.1199228255702702,6.964343292281683e-06,6.964343292281683e-06,-6.964325763192392e-06,0.40259107041674724
production_prior_mean,20260511,7,Chicken,Chicken,0,-2.8164923832974447,-0.6836938759882152,-0.11845300586814034,-0.11845300586814034,-0.12007136716712807,-0.11845300592875674,0.4430605193961128,0.011821653572036678,0.09169338297112589,0.1508575532657619,0.1508575532657619,0.1506503590265375,0.15085755325799696,0.23751041159336508,2.1327985073092295,0.5652408701200748,-0.001618361298987736,-0.001618361298987736,0.0016183612383713353,0.5615135253248695
production_prior_mean,20260511,7,LLMs,2024 Leading Chat LLMs,1,1.7478558081703912,-1.0908128726230002,-2.367492961774005,-2.367492961774005,-2.362444416877082,-2.3674929617746443,0.9864772804675113,0.5345493291781714,0.06295855942623643,0.018398236465924242,0.018398236465924242,0.018489633909543918,0.018398236465912692,0.34910840173273494,-2.8386686807933916,-1.2766800891510046,0.005048544896922635,0.005048544896922635,-0.005048544897562124,3.3539702422421556
production_prior_mean,20260511,8,Chicken,Chicken,1,2.1155805882957086,-0.041937627229801544,-0.20150068049215974,-0.20150068049215974,-0.20196011116068746,-0.20150068049071024,0.08174686764647277,0.6239017932362496,0.16092312811402218,0.14052472654824374,0.14052472654824374,0.1404692468115885,0.1405247265484188,0.1783317646988288,-2.15751821552551,-0.1595630532623582,-0.0004594306685277161,-0.0004594306685277161,0.00045943066997722326,0.283247548137183
production_prior_mean,20260511,8,LLMs,2024 Leading Chat LLMs,0,-1.062473242052237,-0.8869263962634348,-0.6940797790932223,-0.6940797790932223,-0.6932433869489216,-0.6940797791962723,0.4464294762040595,0.06465130200538759,0.0761134488495446,0.09083204604969491,0.09083204604969491,0.09090114028077345,0.09083204604118489,0.23812106646430264,0.17554684578880209,0.19284661717021256,0.0008363921443006461,0.0008363921443006461,-0.0008363922473506591,1.1405092554003318
production_prior_mean,20260511,9,Chicken,Chicken,0,-3.915104671965553,-3.7112876901980565,-1.1749903695888335,-1.1749903695888335,-1.1658166605124904,-1.1749903695555304,-1.9652756123421113,0.003971853776938735,0.00486541679870825,0.05817146561820436,0.05817146561820436,0.05867611252708095,0.05817146562002895,0.027259546051276555,0.2038169817674964,2.536297320609223,0.009173709076343073,0.009173709076343073,-0.009173709043039935,-0.790285242786581
production_prior_mean,20260511,9,LLMs,2024 Leading Chat LLMs,1,4.600487238083709,1.524292973482178,0.954177789826133,0.954177789826133,0.9540786868223563,0.9541777898260193,1.390763437324324,0.9521681233067515,0.4787266157774058,0.34180516161821206,0.34180516161821206,0.34178286632963656,0.3418051616181864,0.4455481922541409,-3.0761942646015314,-0.570115183656045,-9.910300377669046e-05,-9.910300377669046e-05,9.910300366300362e-05,0.43658564749830475
production_prior_mean,20260511,10,Chicken,Chicken,1,2.1155805882957086,2.050884358409413,1.4847756539492423,1.4847756539492423,1.4847640347903166,1.4847756543319974,0.324694211209021,0.6239017932362496,0.6086036358457708,0.4688747339221048,0.4688747339221048,0.4688718403898541,0.4688747340174228,0.2167438226540753,-0.06469622988629542,-0.5661087044601709,-1.1619158925668671e-05,-1.1619158925668671e-05,1.161954168082957e-05,-1.1600814431229765
production_prior_mean,20260511,10,LLMs,2024 Leading Chat LLMs,0,-1.7556204226121823,-0.5784231187856101,-0.27258894052287985,-0.27258894052287985,-0.271611483576919,-0.27258894052300775,-0.580151200914429,0.033405505722239395,0.10084588114906481,0.13215623845129038,0.13215623845129038,0.13226838424696458,0.1321562384512757,0.10068929364076766,1.1771973038265722,0.3058341782627303,0.0009774569459608529,0.0009774569459608529,-0.0009774569460887506,-0.3075622603914212
production_prior_mean,20260511,11,Chicken,Chicken,0,-5.994546213645391,-3.313675948403618,-1.7132424383179412,-1.7132424383179412,-1.7118775858391473,-1.7132424383141824,-1.301738183611235,0.0004982131983442095,0.007223873652331053,0.03480126283996282,0.03480126283996282,0.03484713753889853,0.034801262840089074,0.0516038459164624,2.680870265241773,1.6004335100856766,0.001364852478793921,0.001364852478793921,-0.0013648524750351498,0.4115042547029475
production_prior_mean,20260511,11,LLMs,2024 Leading Chat LLMs,1,-0.3693260614922922,-1.4734796224747047,-1.079777460192929,-1.079777460192929,-1.08023671713093,-1.0797774601879269,-0.9884310577247106,0.12145066066910305,0.043817415305903176,0.06361273957404656,0.06361273957404656,0.06358538888422277,0.06361273957434453,0.06927569579088512,-1.1041535609824125,0.39370216228177557,-0.00045925693800086265,-0.00045925693800086265,0.0004592569430030835,0.09134640246321624
production_prior_mean,20260511,12,Chicken,Chicken,1,2.115580588295709,1.7560289479489988,1.253712626606962,1.253712626606962,1.253705980101401,1.2537126285546947,2.0900051625118294,0.6239017932362498,0.536582272832039,0.41199474613679876,0.41199474613679876,0.41199313598803544,0.4119947466086468,0.6178818136650979,-0.3595516403467103,-0.5023163213420367,-6.64650556103652e-06,-6.64650556103652e-06,6.648453293678358e-06,0.8362925339571348
production_prior_mean,20260511,12,LLMs,2024 Leading Chat LLMs,0,-5.994546213645391,-2.854671427837598,-2.3805448597173395,-2.3805448597173395,-2.3807108097899032,-2.3805448597079817,-1.242561755457075,0.0004982131983442095,0.011383862519107783,0.018163998268495095,0.018163998268495095,0.018161038940346885,0.018163998268661986,0.05457804383980813,3.139874785807793,0.47412656812025844,-0.0001659500725637031,-0.0001659500725637031,0.00016595008192155092,1.1379831042509068
production_prior_mean,20260511,13,Chicken,Chicken,0,-0.6570081339440725,-1.0777119742778754,-1.4549490666395855,-1.4549490666395855,-1.454037663112743,-1.4549490666395286,0.9821120618221926,0.09394027254276598,0.06373588358863846,0.044600394699746616,0.044600394699746616,0.0446392468202392,0.04460039469974904,0.3481171400606117,-0.4207038403338028,-0.3772370923617101,0.0009114035268424914,0.0009114035268424914,-0.000911403526785648,2.437061128461721
production_prior_mean,20260511,13,LLMs,2024 Leading Chat LLMs,1,1.7478558081703914,1.2975600183570528,0.31591200962089516,0.31591200962089516,0.315802735750367,0.3159120096201491,-0.07049279250213658,0.5345493291781716,0.4226564325314535,0.2152566131240043,0.2152566131240043,0.2152381550246117,0.21525661312387823,0.157104644912087,-0.4502957898133386,-0.9816480087361577,-0.00010927387052817039,-0.00010927387052817039,0.00010927386978210052,-0.3864048021222857
production_prior_mean,20260511,14,Chicken,Chicken,1,0.03613904661587264,1.2250476101723824,0.29464682506176487,0.29464682506176487,0.2940558163838034,0.294646825063694,1.4788366925776018,0.17174662072621247,0.40506844746433,0.21168622622186675,0.21168622622186675,0.21158761835478193,0.21168622622218866,0.46739602482748294,1.1889085635565098,-0.9304007851106175,-0.0005910086779614687,-0.0005910086779614687,0.0005910086798905922,1.1841898675139078
production_prior_mean,20260511,14,LLMs,2024 Leading Chat LLMs,0,-1.062473242052237,-0.48111070123736455,-0.6281400590341804,-0.6281400590341804,-0.6281322196757628,-0.6281400590341661,0.5693626932683742,0.06465130200538759,0.11001884552602627,0.09642636281241948,0.09642636281241948,0.09642704584470427,0.09642636281242072,0.26113548058773645,0.5813625408148724,-0.1470293577968158,7.839358417527365e-06,7.839358417527365e-06,-7.83935840331651e-06,1.1975027523025403
production_prior_mean,20260511,15,Chicken,Chicken,0,-5.626821433520074,0.29791062745455,0.44610669425403415,0.44610669425403415,0.4456183030271319,0.44610669424878324,-0.6843520224304598,0.000719481972979454,0.2122313863052466,0.23806251249885949,0.23806251249885949,0.2379739351566909,0.23806251249790703,0.09163858350770326,5.924732060974623,0.14819606679948416,-0.0004883912269022517,-0.0004883912269022517,0.0004883912216513409,-1.130458716679243
production_prior_mean,20260511,15,LLMs,2024 Leading Chat LLMs,1,4.600487238083709,1.907263442178252,1.0000381566100067,1.0000381566100067,0.9997882751960958,1.0000381566134138,1.9452928153866083,0.9521681233067515,0.5739108636332626,0.3521961338865081,0.3521961338865081,0.352139124543958,0.35219613388728543,0.5831832792408349,-2.6932237959054577,-0.9072252855682452,-0.0002498814139109129,-0.0002498814139109129,0.0002498814173179653,0.9452546587731945
production_prior_mean,20260511,16,Chicken,Chicken,1,5.293634418643655,0.46305986630448204,0.5663882535891602,0.5663882535891602,0.5645214317078882,0.5663882535867515,1.282049019662395,0.9754980751287822,0.24115126940657827,0.26056198894936927,0.26056198894936927,0.26020247023005205,0.2605619889489052,0.4188760810671861,-4.830574552339173,0.10332838728467819,-0.0018668218812720738,-0.0018668218812720738,0.001866821878863334,0.7156607660756436
production_prior_mean,20260511,16,LLMs,2024 Leading Chat LLMs,0,-3.5473798918402375,0.06521010533844596,0.2125465052416189,0.2125465052416189,0.2130818994186967,0.2125465051780111,-0.32277694441813765,0.005727012408526881,0.17592151630271297,0.19830986158725492,0.19830986158725492,0.19839499394085056,0.19830986157714234,0.12650563157577702,3.6125899971786835,0.14733639990317293,0.0005353941770778192,0.0005353941770778192,-0.0005353942406856049,-0.5353234495961487
production_prior_mean,20260511,17,Chicken,Chicken,0,-5.626821433520074,-2.4228515281936236,-0.9560809360211415,-0.9560809360211415,-0.9561848970881499,-0.9560809332157874,-1.3309718862894329,0.000719481972979454,0.0174246794811622,0.0713908082845234,0.0713908082845234,0.07138391657992399,0.07139080847050201,0.05019173344954937,3.20396990532645,1.466770592172482,-0.00010396106700838459,-0.00010396106700838459,0.00010396387236255578,-0.3748909530736455
production_prior_mean,20260511,17,LLMs,2024 Leading Chat LLMs,1,2.808727768855654,1.2150753391214169,0.02310583954270129,0.02310583954270129,0.02310858246364944,0.023105839534935058,0.41550554910435267,0.768398428814941,0.4026675425979187,0.16990057455797455,0.16990057455797455,0.16990096140445085,0.16990057455687926,0.2325563735563697,-1.5936524297342372,-1.1919694995787156,2.7429209481510952e-06,2.7429209481510952e-06,-2.742928714383197e-06,0.3923997095694176
production_prior_mean,20260511,18,Chicken,Chicken,1,4.232762457958392,1.676451498404146,-0.7437046970536301,-0.7437046970536301,-0.7422664986114711,-0.7437046960821476,1.2159269135383965,0.9323477053174287,0.516747129598526,0.08681630504475678,0.08681630504475678,0.08693039209135037,0.08681630512177514,0.40287238568679173,-2.556310959554246,-2.420156195457776,0.0014381984421589777,0.0014381984421589777,-0.0014381974706765277,1.9596316096205442
production_prior_mean,20260511,18,LLMs,2024 Leading Chat LLMs,0,-2.854232711280292,-1.0608337369471603,-1.4291800870819742,-1.4291800870819742,-1.4712902561586958,-1.4291800870809084,-0.9872255543261872,0.01138880101233786,0.06475051614914447,0.0457114184154477,0.0457114184154477,0.043909235839546895,0.0457114184154942,0.06935346289002284,1.7933989743331318,-0.36834635013481387,-0.042110169076721604,-0.042110169076721604,0.04211016907778742,0.4419545327547212
production_prior_mean,20260511,19,Chicken,Chicken,0,-1.062473242052237,-1.9915832655360899,-0.43607948530918605,-0.43607948530918605,-0.43643180166868945,-0.43607948530871,2.345786031280909,0.06465130200538759,0.02657056847126809,0.11450610750400769,0.11450610750400769,0.11447038942884104,0.11450610750405597,0.676196774765525,-0.929110023483853,1.5555037802269038,-0.0003523163595033907,-0.0003523163595033907,0.0003523163599794543,2.781865516589619
production_prior_mean,20260511,19,LLMs,2024 Leading Chat LLMs,1,4.600487238083709,2.6996657199789302,0.7324808596014023,0.7324808596014023,0.7324168462914713,0.7324808595973025,0.5001681846267729,0.9521681233067515,0.74842461682581,0.2938087489347868,0.2938087489347868,0.2937954672977312,0.2938087489339362,0.24800705893673808,-1.9008215181047792,-1.967184860377528,-6.401330993099918e-05,-6.401330993099918e-05,6.40133058311676e-05,-0.23231267497052954
production_prior_mean,20260511,20,Chicken,Chicken,1,2.808727768855654,-0.05985208965793554,-0.15734850069475215,-0.15734850069475215,-0.1573452349315545,-0.15734850071271467,2.698134851071643,0.768398428814941,0.15851886295513345,0.14594242522471704,0.14594242522471704,0.1459428322804733,0.1459424252224781,0.748136267247871,-2.8685798585135895,-0.09749641103681661,3.2657631976462653e-06,3.2657631976462653e-06,-3.2657811601666253e-06,2.8554833517843576
production_prior_mean,20260511,20,LLMs,2024 Leading Chat LLMs,0,-0.7747911696004544,2.1903483653796183,1.9945034301688622,1.9945034301688622,1.994756165182494,1.9945034301775308,1.4295633214014174,0.08438324055083514,0.6412768746280473,0.5950942609266447,0.5950942609266447,0.5951551577540349,0.5950942609287334,0.45515220745516516,2.9651395349800724,-0.19584493521075608,0.00025273501363187734,0.00025273501363187734,-0.00025273500496325596,-0.5649401087761134
production_prior_mean,20260511,21,Chicken,Chicken,0,-5.626821433520074,-1.9669930686454276,-1.9553319043182178,-1.9553319043182178,-1.955332186162849,-1.9553319043150168,-1.4580945459261443,0.000719481972979454,0.027214042140725345,0.027524461147370644,0.027524461147370644,0.0275244536032744,0.027524461147456325,0.04446655388499862,3.659828364874646,0.011661164327209761,-2.8184463118918757e-07,-2.8184463118918757e-07,2.8184783218421217e-07,0.4972373583888725
production_prior_mean,20260511,21,LLMs,2024 Leading Chat LLMs,1,5.293634418643655,2.076774266157159,1.911391291596285,1.911391291596285,1.9110711412173202,1.9113912915964306,2.176679362278378,0.9754980751287822,0.6147531135903823,0.5749199670037592,0.5749199670037592,0.5748417245375328,0.5749199670037949,0.63812641075649,-3.216860152486496,-0.16538297456087392,-0.000320150378964712,-0.000320150378964712,0.00032015037911037325,0.2652880706819474
production_prior_mean,20260511,22,Chicken,Chicken,1,2.1155805882957086,0.3424170743635455,0.09221277127981153,0.09221277127981153,0.3138688715898468,0.09221277127954863,1.3465059570455082,0.6239017932362496,0.21976766200047565,0.17987049497597066,0.17987049497597066,0.21491168457770118,0.17987049497593188,0.43464310569839687,-1.773163513932163,-0.250204303083734,0.22165610031003524,0.22165610031003524,-0.22165610031029814,1.2542931857659596
production_prior_mean,20260511,22,LLMs,2024 Leading Chat LLMs,0,-3.5473798918402375,-2.6843563966863524,-1.7784892792802829,-1.7784892792802829,-1.7782615535944757,-1.778489279280393,-0.637468806836921,0.005727012408526881,0.013469128776700838,0.03267490766767062,0.03267490766767062,0.03268210621824511,0.03267490766766714,0.09561661911967947,0.8630234951538851,0.9058671174060695,0.00022772568580720076,0.00022772568580720076,-0.00022772568591733489,1.141020472443472
production_prior_mean,20260511,23,Chicken,Chicken,0,-3.5473798918402375,-0.371459747116085,-1.078366152810954,-1.078366152810954,-1.0783553307685168,-1.0783661527562742,-0.004888016478275858,0.005727012408526881,0.12122317938862932,0.06369685752618463,0.06369685752618463,0.06369750295116652,0.06369685752944572,0.16598888118084634,3.1759201447241523,-0.7069064056948691,1.0822042437297341e-05,1.0822042437297341e-05,-1.082198775748111e-05,1.0734781362779984
production_prior_mean,20260511,23,LLMs,2024 Leading Chat LLMs,1,2.808727768855654,-0.46108196429631776,-0.8509569380450657,-0.8509569380450657,-0.8472502076557475,-0.8509569309795211,-1.2542472614948679,0.768398428814941,0.11199532515266439,0.078681709342653,0.078681709342653,0.07895083354376485,0.07868170985484067,0.05397820908461784,-3.2698097331519715,-0.3898749737487479,0.0037067303893181247,0.0037067303893181247,-0.003706723323773531,-0.4032903305153468
production_prior_mean,20260511,24,Chicken,Chicken,1,4.600487238083709,-1.6005687864543479,-1.2426017068108237,-1.2426017068108237,-1.242695560946217,-1.2426017068095234,-0.05436302060775233,0.9521681233067515,0.03879088468369176,0.05457598241536465,0.05457598241536465,0.05457113998425793,0.05457598241543174,0.15925242651016455,-6.201056024538057,0.35796707964352414,-9.385413539320098e-05,-9.385413539320098e-05,9.385413669349418e-05,1.188238686201771
production_prior_mean,20260511,24,LLMs,2024 Leading Chat LLMs,0,-1.062473242052237,-0.18546946678604903,0.21457282155645174,0.21457282155645174,0.21501573893931436,0.2145728215565441,0.05388798180581489,0.06465130200538759,0.14247211767464468,0.19863220850300242,0.19863220850300242,0.1987027203752936,0.1986322085030171,0.17428613066305945,0.8770037752661879,0.4000422883425008,0.0004429173828626176,0.0004429173828626176,-0.00044291738277024706,-0.16068483975072922
production_prior_mean,20260511,25,Chicken,Chicken,0,-3.5473798918402375,1.54750676707729,0.4984470332575164,0.4984470332575164,0.49822708363701906,0.49844703316233563,-0.6984035747456687,0.005727012408526881,0.48452216040620133,0.2476862042073931,0.2476862042073931,0.24764522156488777,0.24768620418965728,0.09047561129443188,5.0948866589175275,-1.0490597338197736,-0.00021994962049731726,-0.00021994962049731726,0.0002199495253165651,-1.1968506079080043
production_prior_mean,20260511,25,LLMs,2024 Leading Chat LLMs,1,4.600487238083709,1.2558694901553213,0.9463839331087343,0.9463839331087343,0.9479217491400789,0.9463839331087343,0.7062156689739822,0.9521681233067515,0.41251735627491376,0.34005391149824704,0.34005391149824704,0.34039910878045865,0.34005391149824704,0.2883887757186516,-3.344617747928388,-0.3094855570465871,0.0015378160313446188,0.0015378160313446188,-0.0015378160313446188,-0.240168264134752
production_prior_mean,20260511,26,Chicken,Chicken,1,0.03613904661587286,-0.6381633619516258,1.0583920563371656,1.0583920563371656,1.0577117411460222,1.0583920563368565,1.9653402945223206,0.1717466207262125,0.09555657497105195,0.3656217964383841,0.3656217964383841,0.36546401686346613,0.3656217964383124,0.5880481556625097,-0.6743024085674987,1.6965554182887914,-0.0006803151911434213,-0.0006803151911434213,0.0006803151908343352,0.9069482381854641
production_prior_mean,20260511,26,LLMs,2024 Leading Chat LLMs,0,2.441002988730337,0.19954651899222708,0.467078533579965,0.467078533579965,0.4002529543141691,0.4670785335862888,-1.217185957102913,0.6966857552431366,0.19625118703622013,0.2418874396002303,0.2418874396002303,0.22984529499297418,0.24188743960138998,0.05590231386983977,-2.2414564697381096,0.2675320145877379,-0.06682557926579591,-0.06682557926579591,0.06682557927211974,-1.684264490689202
production_prior_mean,20260511,27,Chicken,Chicken,0,-1.062473242052237,0.9669546599098334,0.8228560350647278,0.8228560350647278,0.8226335341794737,0.8228560350798944,1.0320791543135215,0.06465130200538759,0.3446854126921879,0.3129030774249456,0.3129030774249456,0.31285524289613487,0.31290307742820633,0.3595405695611625,2.0294279019620705,-0.1440986248451056,-0.0002225008852541066,-0.0002225008852541066,0.0002225009004206413,0.20922311923362713
production_prior_mean,20260511,27,LLMs,2024 Leading Chat LLMs,1,5.293634418643655,3.272806129603226,1.8469227667321384,1.8469227667321384,1.8466003253686551,1.8469227667282553,3.501728047951758,0.9754980751287822,0.8406896281465173,0.5590937383700944,0.5590937383700944,0.559014252503152,0.559093738369137,0.8690164299009342,-2.0208282890404288,-1.4258833628710876,-0.00032244136348325014,-0.00032244136348325014,0.0003224413596001341,1.6548052812235028
production_prior_mean,20260511,28,Chicken,Chicken,1,0.32382111906765365,0.18126316196785752,-0.9298617264234039,-0.9298617264234039,-0.9295224347061009,-0.92986172642577,-0.08876902405069131,0.2165956380045123,0.1933832385715362,0.07314864225720939,0.07314864225720939,0.07317164886113028,0.07314864225704898,0.15469959460305302,-0.14255795709979613,-1.1111248883912614,0.0003392917173030696,0.0003392917173030696,-0.00033929171966917693,0.8410927023750787
production_prior_mean,20260511,28,LLMs,2024 Leading Chat LLMs,0,-0.3693260614922922,-1.837158421299616,-0.7579562631894703,-0.7579562631894703,-0.7572283638444048,-0.7579562631819954,-1.522727055529117,0.12145066066910305,0.030870526232302232,0.08569308490450052,0.08569308490450052,0.08575013285977022,0.08569308490508618,0.041799808426270145,-1.4678323598073237,1.0792021581101456,0.0007278993450654525,0.0007278993450654525,-0.0007278993375905429,-0.7647707923471216
production_prior_mean,20260511,29,Chicken,Chicken,0,-3.5473798918402375,-1.1558504163904486,-1.4276135160955121,-1.4276135160955121,-1.4272070292388008,-1.4276135160941408,-0.7211848590307,0.005727012408526881,0.05922900758944602,0.04577980384854124,0.04577980384854124,0.045797564104752234,0.04577980384860115,0.08861835214239404,2.391529475449789,-0.2717630997050635,0.0004064868567112967,0.0004064868567112967,-0.0004064868553399492,0.7064286570634408
production_prior_mean,20260511,29,LLMs,2024 Leading Chat LLMs,1,4.600487238083709,0.3137546601609087,-1.0825825073104696,-1.0825825073104696,-1.0825744913834257,-1.0825825232601574,0.6971138328335087,0.9521681233067515,0.21489241492150002,0.0634458580784778,0.0634458580784778,0.06344633439038658,0.06344585713073968,0.2865244941988141,-4.286732577922801,-1.3963371674713783,8.015927043913962e-06,8.015927043913962e-06,-8.031876731706689e-06,1.779696356093666
production_prior_mean,20260511,30,Chicken,Chicken,1,-3.5473798918402375,-0.9759953646170888,-1.781201005942684,-1.781201005942684,-1.781158179607985,-1.7812010059166141,-1.582403596336519,0.005727012408526881,0.07008181414252791,0.03258930595512229,0.03258930595512229,0.03259065617841497,0.0325893059559442,0.039473898195226516,2.571384527223149,-0.8052056413255951,4.282633469898656e-05,4.282633469898656e-05,-4.282630862917358e-05,0.19879740958009506
