kind,support,demandingness,prior_mu,prior_sigma_logit,prior_sd_natural_approx,post_mean,post_sd,post_p03,post_p97,contraction,fraction_back_to_baseline
abs,weak support,moderately undemanding,0.1,0.3,0.02731570469460425,0.11016006909712908,0.030259616675606706,0.06134970272933454,0.17490046869174933,1.1077736054740692,0.02540017274282269
abs,weak support,neutral,0.1,0.3,0.02731570469460425,0.10479062645897773,0.029196331284251514,0.059332569519997144,0.16837877949316432,1.0688478152283858,0.011976566147444308
abs,weak support,strongly undemanding,0.1,0.3,0.02731570469460425,0.1102849624786222,0.030066307285511223,0.06376393660760143,0.17311321707931301,1.1006967464928814,0.02571240619655548
abs,weak support,weakly undemanding,0.1,0.3,0.02731570469460425,0.10764753296788736,0.02872138504206557,0.0617729190144998,0.16832853730051592,1.0514605192572237,0.01911883241971838
abs,weak undermining,neutral,0.1,0.3,0.02731570469460425,0.10850240903393009,0.029430281770489376,0.06287168695315974,0.17209817171911265,1.0774125031562092,0.02125602258482521
pres,moderate support,moderately demanding,0.9,0.3,0.027572640543407325,0.8721766311175063,0.033552769484798045,0.8014452267977002,0.9261071581407534,1.2168863345524077,-0.06955842220623426
pres,moderate support,moderately undemanding,0.9,0.3,0.027572640543407325,0.8938171614438543,0.028761367216677203,0.8311613904965046,0.9389583894857166,1.0431125438058237,-0.015457096390364411
pres,moderate support,neutral,0.9,0.3,0.027572640543407325,0.8979427782139805,0.02633790539319091,0.8415219970909922,0.9400984619441741,0.9552188283065387,-0.005143054465048813
pres,moderate support,strongly demanding,0.9,0.3,0.027572640543407325,0.8982675263565619,0.026593368695685602,0.8411887910121665,0.9409741297927221,0.9644839294161883,-0.004331184108595232
pres,moderate support,weakly demanding,0.9,0.3,0.027572640543407325,0.885501453546627,0.03117061261699841,0.8182599438731453,0.9339405890197907,1.1304906604039913,-0.03624636613343252
pres,moderate support,weakly undemanding,0.9,0.3,0.027572640543407325,0.8961054886547315,0.02751705261379564,0.8368662351783566,0.9400321566041115,0.9979839460959796,-0.009736278363171313
pres,strong support,moderately demanding,0.9,0.3,0.027572640543407325,0.8937496818061534,0.028045876518850123,0.8343841717200342,0.9386834987373941,1.0171632446554326,-0.015625795484616456
pres,strong support,moderately undemanding,0.9,0.3,0.027572640543407325,0.8957887541883662,0.028137684274473208,0.836185394464421,0.9397499888720974,1.0204929132622007,-0.010528114529084476
pres,strong support,neutral,0.9,0.3,0.027572640543407325,0.8959156539757153,0.028745053247307754,0.8325866160263221,0.9416627819873387,1.0425208714433682,-0.010210865060711893
pres,strong support,strongly demanding,0.9,0.3,0.027572640543407325,0.8834139370172249,0.03147891001519674,0.8144382464133363,0.9329548932336532,1.1416719398216437,-0.04146515745693774
pres,strong support,weakly demanding,0.9,0.3,0.027572640543407325,0.8851427958160853,0.03072540054370304,0.8197007713294936,0.9347410465545442,1.1143437820303195,-0.037143010459786685
pres,strong support,weakly undemanding,0.9,0.3,0.027572640543407325,0.9003431308706379,0.026640940803835094,0.8421570161363368,0.9426384265014046,0.9662092668235578,0.000857827176594661
pres,weak support,moderately demanding,0.9,0.3,0.027572640543407325,0.8977574967358306,0.02765556140885194,0.8399382698641576,0.9409509636914889,1.0030073603329386,-0.005606258160423538
pres,weak support,moderately undemanding,0.9,0.3,0.027572640543407325,0.8946012986256509,0.028683509921638844,0.8304948754366066,0.9391329698320635,1.0402888282129776,-0.013496753435872921
pres,weak support,neutral,0.9,0.3,0.027572640543407325,0.8959186236277724,0.027977962407293885,0.8357656357370313,0.9409915362403732,1.014700146808517,-0.010203440930569019
pres,weak support,strongly undemanding,0.9,0.3,0.027572640543407325,0.8975716972683017,0.02846685731495533,0.836354252780757,0.9421787477534876,1.032431307046572,-0.006070756829245905
pres,weak support,weakly undemanding,0.9,0.3,0.027572640543407325,0.8943981770186471,0.028466843197438776,0.8340151300998233,0.9387903254856524,1.0324307950347997,-0.014004557453382305
pres,weak undermining,neutral,0.9,0.3,0.027572640543407325,0.8888500407520832,0.02934759137306263,0.8242325574583267,0.934608644515026,1.0643736252558407,-0.027874898119792102
