dgp,fit,leaf,design,estimand,system,top_feature,category,rating_count,observed_count,observed_proportion,pred_count_mean,pred_count_p03,pred_count_p97,pred_prop_mean,pred_prop_p03,pred_prop_p97,prop_error,interval_includes_observed_prop
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Selective Attention,0,43,8.0,0.18604651162790697,11.01025,4.0,20.0,0.2560523255813954,0.09302325581395349,0.46511627906976744,0.07000581395348843,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Selective Attention,1,43,3.0,0.06976744186046512,5.66675,1.0,11.0,0.13178488372093022,0.023255813953488372,0.2558139534883721,0.06201744186046511,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Selective Attention,2,43,5.0,0.11627906976744186,4.16725,1.0,9.0,0.09691279069767442,0.023255813953488372,0.20930232558139536,-0.019366279069767442,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Selective Attention,3,43,7.0,0.16279069767441862,7.065,2.0,13.0,0.16430232558139538,0.046511627906976744,0.3023255813953488,0.001511627906976759,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Selective Attention,4,43,3.0,0.06976744186046512,3.7055,0.0,8.0,0.08617441860465117,0.0,0.18604651162790697,0.01640697674418605,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Selective Attention,5,43,8.0,0.18604651162790697,5.25625,1.0,11.0,0.12223837209302324,0.023255813953488372,0.2558139534883721,-0.06380813953488373,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,2024 Leading Chat LLMs,Selective Attention,6,43,9.0,0.20930232558139536,6.129,1.0,13.0,0.14253488372093023,0.023255813953488372,0.3023255813953488,-0.06676744186046513,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Coherence,0,25,0.0,0.0,0.0555,0.0,1.0,0.0022199999999999998,0.0,0.04,0.0022199999999999998,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Coherence,1,25,1.0,0.04,0.715,0.0,3.0,0.0286,0.0,0.12,-0.0114,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Coherence,2,25,2.0,0.08,2.395,0.0,6.0,0.09580000000000001,0.0,0.24,0.01580000000000001,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Coherence,3,25,1.0,0.04,3.6775,0.0,8.0,0.14710000000000004,0.0,0.32,0.10710000000000003,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Coherence,4,25,7.0,0.28,8.1515,3.0,13.0,0.32606000000000007,0.12,0.52,0.046060000000000045,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Coherence,5,25,8.0,0.32,4.53525,1.0,9.0,0.18141000000000002,0.04,0.36,-0.13859,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Coherence,6,25,6.0,0.24,5.47025,1.0,11.0,0.21881000000000003,0.04,0.44,-0.02118999999999996,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Complexity,0,15,0.0,0.0,0.03625,0.0,1.0,0.0024166666666666664,0.0,0.06666666666666667,0.0024166666666666664,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Complexity,1,15,0.0,0.0,0.45275,0.0,2.0,0.03018333333333333,0.0,0.13333333333333333,0.03018333333333333,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Complexity,2,15,2.0,0.13333333333333333,1.43275,0.0,4.0,0.09551666666666667,0.0,0.26666666666666666,-0.037816666666666665,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Complexity,3,15,4.0,0.26666666666666666,2.27675,0.0,5.0,0.15178333333333333,0.0,0.3333333333333333,-0.11488333333333334,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Complexity,4,15,6.0,0.4,4.87625,2.0,9.0,0.3250833333333334,0.13333333333333333,0.6,-0.07491666666666663,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Complexity,5,15,0.0,0.0,2.696,0.0,6.0,0.17973333333333336,0.0,0.4,0.17973333333333336,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Complexity,6,15,3.0,0.2,3.22925,0.0,7.0,0.21528333333333335,0.0,0.4666666666666667,0.015283333333333343,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Hierarchical Organization,0,1,0.0,0.0,0.00325,0.0,0.0,0.00325,0.0,0.0,0.00325,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Hierarchical Organization,1,1,0.0,0.0,0.031,0.0,1.0,0.031,0.0,1.0,0.031,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Hierarchical Organization,2,1,0.0,0.0,0.11075,0.0,1.0,0.11075,0.0,1.0,0.11075,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Hierarchical Organization,3,1,0.0,0.0,0.15525,0.0,1.0,0.15525,0.0,1.0,0.15525,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Hierarchical Organization,4,1,0.0,0.0,0.34825,0.0,1.0,0.34825,0.0,1.0,0.34825,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Hierarchical Organization,5,1,1.0,1.0,0.17775,0.0,1.0,0.17775,0.0,1.0,-0.82225,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Hierarchical Organization,6,1,0.0,0.0,0.17375,0.0,1.0,0.17375,0.0,1.0,0.17375,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Integration,0,4,0.0,0.0,0.0105,0.0,0.0,0.002625,0.0,0.0,0.002625,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Integration,1,4,0.0,0.0,0.1315,0.0,1.0,0.032875,0.0,0.25,0.032875,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Integration,2,4,0.0,0.0,0.4105,0.0,2.0,0.102625,0.0,0.5,0.102625,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Integration,3,4,0.0,0.0,0.61125,0.0,2.0,0.1528125,0.0,0.5,0.1528125,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Integration,4,4,1.0,0.25,1.3515,0.0,3.0,0.337875,0.0,0.75,0.08787499999999998,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Integration,5,4,1.0,0.25,0.7075,0.0,2.0,0.176875,0.0,0.5,-0.073125,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Integration,6,4,2.0,0.5,0.77725,0.0,3.0,0.1943125,0.0,0.75,-0.3056875,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Modularity,0,12,0.0,0.0,0.03,0.0,0.0,0.0025,0.0,0.0,0.0025,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Modularity,1,12,1.0,0.08333333333333333,0.3765,0.0,2.0,0.03137499999999999,0.0,0.16666666666666666,-0.051958333333333336,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Modularity,2,12,3.0,0.25,1.27275,0.0,4.0,0.1060625,0.0,0.3333333333333333,-0.1439375,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Modularity,3,12,2.0,0.16666666666666666,1.9255,0.0,5.0,0.16045833333333331,0.0,0.4166666666666667,-0.0062083333333333435,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Modularity,4,12,4.0,0.3333333333333333,4.07125,1.0,7.0,0.3392708333333333,0.08333333333333333,0.5833333333333334,0.0059374999999999845,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Modularity,5,12,1.0,0.08333333333333333,2.12775,0.0,5.0,0.1773125,0.0,0.4166666666666667,0.09397916666666668,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Modularity,6,12,1.0,0.08333333333333333,2.19625,0.0,6.0,0.18302083333333335,0.0,0.5,0.09968750000000003,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Representationality,0,12,0.0,0.0,0.031,0.0,0.0,0.002583333333333333,0.0,0.0,0.002583333333333333,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Representationality,1,12,0.0,0.0,0.36175,0.0,2.0,0.03014583333333333,0.0,0.16666666666666666,0.03014583333333333,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Representationality,2,12,0.0,0.0,1.17475,0.0,3.0,0.09789583333333333,0.0,0.25,0.09789583333333333,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Representationality,3,12,2.0,0.16666666666666666,1.80525,0.0,5.0,0.1504375,0.0,0.4166666666666667,-0.016229166666666656,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Representationality,4,12,4.0,0.3333333333333333,3.9355,1.0,7.0,0.32795833333333335,0.08333333333333333,0.5833333333333334,-0.005374999999999963,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Representationality,5,12,5.0,0.4166666666666667,2.133,0.0,5.0,0.17775,0.0,0.4166666666666667,-0.2389166666666667,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Representationality,6,12,1.0,0.08333333333333333,2.55875,0.0,6.0,0.2132291666666667,0.0,0.5,0.12989583333333338,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Selective Attention,0,24,0.0,0.0,0.06225,0.0,1.0,0.00259375,0.0,0.041666666666666664,0.00259375,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Selective Attention,1,24,1.0,0.041666666666666664,0.703,0.0,3.0,0.029291666666666667,0.0,0.125,-0.012374999999999997,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Selective Attention,2,24,3.0,0.125,2.2715,0.0,6.0,0.09464583333333335,0.0,0.25,-0.030354166666666654,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Selective Attention,3,24,6.0,0.25,3.48425,0.0,7.0,0.14517708333333332,0.0,0.2916666666666667,-0.10482291666666668,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Selective Attention,4,24,11.0,0.4583333333333333,7.70725,3.0,13.0,0.3211354166666667,0.125,0.5416666666666666,-0.13719791666666664,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Selective Attention,5,24,1.0,0.041666666666666664,4.451,1.0,9.0,0.18545833333333334,0.041666666666666664,0.375,0.14379166666666668,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,Chicken,Selective Attention,6,24,2.0,0.08333333333333333,5.32075,1.0,11.0,0.22169791666666666,0.041666666666666664,0.4583333333333333,0.13836458333333335,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Coherence,0,13,12.0,0.9230769230769231,11.478,8.0,13.0,0.882923076923077,0.6153846153846154,1.0,-0.040153846153846096,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Coherence,1,13,0.0,0.0,0.726,0.0,3.0,0.05584615384615385,0.0,0.23076923076923078,0.05584615384615385,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Coherence,2,13,0.0,0.0,0.21325,0.0,2.0,0.016403846153846158,0.0,0.15384615384615385,0.016403846153846158,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Coherence,3,13,0.0,0.0,0.1745,0.0,1.0,0.013423076923076923,0.0,0.07692307692307693,0.013423076923076923,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Coherence,4,13,1.0,0.07692307692307693,0.28925,0.0,2.0,0.02225,0.0,0.15384615384615385,-0.05467307692307693,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Coherence,5,13,0.0,0.0,0.085,0.0,1.0,0.006538461538461538,0.0,0.07692307692307693,0.006538461538461538,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Coherence,6,13,0.0,0.0,0.034,0.0,1.0,0.0026153846153846158,0.0,0.07692307692307693,0.0026153846153846158,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Complexity,0,8,8.0,1.0,7.065,5.0,8.0,0.883125,0.625,1.0,-0.11687499999999995,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Complexity,1,8,0.0,0.0,0.44575,0.0,2.0,0.05571875,0.0,0.25,0.05571875,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Complexity,2,8,0.0,0.0,0.12575,0.0,1.0,0.01571875,0.0,0.125,0.01571875,True
exact_latent_tree,per_system_obs_exact_tree,three_state_binomial_2,current_gwt_rater_design,observed_scale_feature_block,ELIZA,Complexity,3,8,0.0,0.0,0.1005,0.0,1.0,0.0125625,0.0,0.125,0.0125625,True
