fit_variant,seed,system,system_raw,node_key,n_obs
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > Isomorphic Representations > Has Retinotopic Neural Maps,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > Isomorphic Representations > Somatotopic Neural Maps,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > World Modelling > Broad Predictive Training,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,3
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Adaptive Focus > Goal Focus Shifts,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Adaptive Focus > Inattentional Blindness,3
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Adaptive Focus > Task Focus,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Informational Bottleneck,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Resource Adaptation,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Adaptive Learning,3
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Feature Binding,3
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Self-Sustained Activity,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Threshold Activation,3
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Performance Sensitivity > Coupling,4
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Performance Sensitivity > Performance Degradation,3
targeted_strong_lower_override,20260511,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention > Performance Sensitivity > Priming Enhancement,4
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Autonomous Subparts > Conflicting Subparts,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Autonomous Subparts > Functional Subparts,1
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer Architecture,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Autonomous Subparts > Learning Transfer,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Common Representational Scheme > Authoritative Representational Scheme,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Common Representational Scheme > Distinguishes Self-Produced from Other-Produced Behavior,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Common Representational Scheme > Unified Egocentric Representations,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Point of View > Perspective-relative Representations,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Point of View > Stable Personality,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Social Coherence > Persistence Seeking,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Social Coherence > Stable Personality,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Coherence > Social Coherence > Stable Social Interactions,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Functional Diversity > Diversity of Tasks,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Functional Diversity > Variability of Responses to Stimuli,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Informational Complexity > Compressibility,1
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Informational Complexity > Optimized Componentry,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Structural Complexity > Functional Specialization,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Structural Complexity > Number of Connections,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Structural Complexity > Number of Layers,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Complexity > Structural Complexity > Number of Nodes,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Hierarchical Organization > Concrete-Abstract Separation,1
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Integration > Holistic Dependency,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Integration > Wiring Convergence,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Modularity > Cross-Modal Learning Deficits,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Modularity > Dedicated Action Systems,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Modularity > Dedicated Sensory Systems,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Modularity > Dedicated Speech Systems,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Modularity > Poorly Intraconnected Networks,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Modularity > Selective Competence Disruption,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,0
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,1
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > Isomorphic Representations > Has Retinotopic Neural Maps,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > Isomorphic Representations > Somatotopic Neural Maps,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > World Modelling > Broad Predictive Training,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,1
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Adaptive Focus > Goal Focus Shifts,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Adaptive Focus > Inattentional Blindness,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Adaptive Focus > Task Focus,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Informational Bottleneck,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Resource Adaptation,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Adaptive Learning,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Feature Binding,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Self-Sustained Activity,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Threshold Activation,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Performance Sensitivity > Coupling,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Performance Sensitivity > Performance Degradation,2
targeted_strong_lower_override,20260511,Chicken,Chicken,Global Workspace Theory > Selective Attention > Performance Sensitivity > Priming Enhancement,2
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Autonomous Subparts > Conflicting Subparts,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Autonomous Subparts > Functional Subparts,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer Architecture,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Autonomous Subparts > Learning Transfer,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Common Representational Scheme > Authoritative Representational Scheme,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Common Representational Scheme > Distinguishes Self-Produced from Other-Produced Behavior,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Common Representational Scheme > Unified Egocentric Representations,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Point of View > Perspective-relative Representations,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Point of View > Stable Personality,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Social Coherence > Persistence Seeking,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Social Coherence > Stable Personality,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Coherence > Social Coherence > Stable Social Interactions,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Functional Diversity > Diversity of Tasks,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Functional Diversity > Variability of Responses to Stimuli,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Informational Complexity > Compressibility,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Informational Complexity > Optimized Componentry,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Structural Complexity > Functional Specialization,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Structural Complexity > Number of Connections,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Structural Complexity > Number of Layers,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Complexity > Structural Complexity > Number of Nodes,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Hierarchical Organization > Concrete-Abstract Separation,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Integration > Holistic Dependency,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Integration > Wiring Convergence,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Modularity > Cross-Modal Learning Deficits,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Modularity > Dedicated Action Systems,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Modularity > Dedicated Sensory Systems,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Modularity > Dedicated Speech Systems,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Modularity > Poorly Intraconnected Networks,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Modularity > Selective Competence Disruption,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > Isomorphic Representations > Has Retinotopic Neural Maps,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > Isomorphic Representations > Somatotopic Neural Maps,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > World Modelling > Broad Predictive Training,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Adaptive Focus > Goal Focus Shifts,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Adaptive Focus > Inattentional Blindness,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Adaptive Focus > Task Focus,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Informational Bottleneck,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Resource Adaptation,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Adaptive Learning,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Feature Binding,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Self-Sustained Activity,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Threshold Activation,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Performance Sensitivity > Coupling,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Performance Sensitivity > Performance Degradation,1
targeted_strong_lower_override,20260511,ELIZA,ELIZA,Global Workspace Theory > Selective Attention > Performance Sensitivity > Priming Enhancement,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Autonomous Subparts > Conflicting Subparts,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Autonomous Subparts > Functional Subparts,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer Architecture,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Autonomous Subparts > Learning Transfer,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Common Representational Scheme > Authoritative Representational Scheme,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Common Representational Scheme > Distinguishes Self-Produced from Other-Produced Behavior,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Common Representational Scheme > Unified Egocentric Representations,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Point of View > Perspective-relative Representations,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Point of View > Stable Personality,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Social Coherence > Persistence Seeking,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Social Coherence > Stable Personality,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Coherence > Social Coherence > Stable Social Interactions,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Functional Diversity > Diversity of Tasks,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Functional Diversity > Variability of Responses to Stimuli,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Informational Complexity > Compressibility,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Informational Complexity > Optimized Componentry,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Structural Complexity > Functional Specialization,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Structural Complexity > Number of Connections,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Structural Complexity > Number of Layers,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Complexity > Structural Complexity > Number of Nodes,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Hierarchical Organization > Concrete-Abstract Separation,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Integration > Holistic Dependency,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Integration > Wiring Convergence,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Modularity > Cross-Modal Learning Deficits,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Modularity > Dedicated Action Systems,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Modularity > Dedicated Sensory Systems,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Modularity > Dedicated Speech Systems,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Modularity > Poorly Intraconnected Networks,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Modularity > Selective Competence Disruption,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > Conceptual Representations > Activation Steering Effects,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > Conceptual Representations > Concept-Specific Ablation Effects,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > Conceptual Representations > Probe-Detectable Themes,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > Isomorphic Representations > Has Retinotopic Neural Maps,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > Isomorphic Representations > Somatotopic Neural Maps,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > Propositional Representations > Logical Inference,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > World Modelling > Broad Predictive Training,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Representationality > World Modelling > Model Isomorphism,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Adaptive Focus > Goal Focus Shifts,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Adaptive Focus > Inattentional Blindness,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Adaptive Focus > Task Focus,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Informational Bottleneck,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture > Resource Adaptation,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Adaptive Learning,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Capability Attention Modulation > Feature Binding,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Self-Sustained Activity,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Non-Linear Capabilities > Threshold Activation,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Performance Sensitivity > Coupling,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Performance Sensitivity > Performance Degradation,1
targeted_strong_lower_override,20260511,Human,Human,Global Workspace Theory > Selective Attention > Performance Sensitivity > Priming Enhancement,1
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Conflicting Subparts,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Functional Subparts,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Information Transfer Architecture,3
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts > Learning Transfer,3
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Common Representational Scheme > Authoritative Representational Scheme,3
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Common Representational Scheme > Distinguishes Self-Produced from Other-Produced Behavior,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Common Representational Scheme > Unified Egocentric Representations,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Point of View > Perspective-relative Representations,3
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Point of View > Stable Personality,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Social Coherence > Persistence Seeking,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Social Coherence > Stable Personality,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Social Coherence > Stable Social Interactions,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Functional Diversity > Diversity of Tasks,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Functional Diversity > Variability of Responses to Stimuli,3
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Informational Complexity > Compressibility,3
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Informational Complexity > Optimized Componentry,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Structural Complexity > Functional Specialization,4
targeted_strong_lower_override,20260512,LLMs,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Structural Complexity > Number of Connections,4
