table,fit_variant,seed,system,metric,refreshed,top_level,abs_diff,status
rho_recovery_summary,targeted_strong_lower_override,,ALL,median_rho_R0,0.002145135721327049,0.0020757622135415,6.937350778554903e-05,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,median_log_B_eff_R1,2.0572967092914007,2.089393819219702,0.03209710992830139,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,median_log_B_eff_R0,-4.7884766512246975,-4.885352168806406,0.09687551758170887,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,evidence_margin_M,0.44785879685730023,0.4799559067856018,0.03209710992830156,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,brier_model,0.23353017604220822,0.2335242961900968,5.879852111423389e-06,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,brier_improvement,0.12758093506890295,0.1275868149210143,5.879852111367878e-06,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,log_score_model,-0.852840445483516,-0.8525879967303511,0.00025244875316488,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,log_score_improvement,0.1342000675274888,0.1344525162806537,0.00025244875316488,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,ECE,0.24402556663891592,0.2438454714575259,0.0001800951813900331,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,calibration_bins,"[{""lo"": 0.0, ""hi"": 0.1, ""n"": 3, ""mean_rho"": 0.01263305361874046, ""empirical_rate"": 0.3333333333333333}, {""lo"": 0.9, ""hi"": 1.0, ""n"": 1, ""mean_rho"": 0.985998572588115, ""empirical_rate"": 1.0}]","[{""lo"": 0.0, ""hi"": 0.1, ""n"": 3, ""mean_rho"": 0.0125868046135501, ""empirical_rate"": 0.3333333333333333}, {""lo"": 0.9, ""hi"": 1.0, ""n"": 1, ""mean_rho"": 0.986857700329246, ""empirical_rate"": 1.0}]",,diff
rho_recovery_summary,targeted_strong_lower_override,,ALL,mean_abs_rho_collapsed_minus_sampled_pi,0.0017957487153694314,0.001862678656232,6.692994086256849e-05,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,mean_rho_R1,0.985998572588115,0.986857700329246,0.0008591277411310605,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,median_rho_R1,0.985998572588115,0.986857700329246,0.0008591277411310605,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,median_log_B_eff_R1,5.8639335369466075,5.928127756803209,0.0641942198566019,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,brier_model,0.00010415211771341848,9.249215324622548e-05,1.1659964467193004e-05,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,brier_improvement,0.36100695899339774,0.3610186189578649,1.1659964467169992e-05,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,log_score_model,-0.008804277966868808,-0.0083688038741878,0.00043547409268100863,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,log_score_improvement,0.978236235044136,0.978671709136817,0.00043547409268096526,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,ECE,0.008751732399200192,0.0083221685286346,0.0004295638705655927,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,calibration_bins,"[{""lo"": 0.0, ""hi"": 0.1, ""n"": 1, ""mean_rho"": 0.0035020373865153488, ""empirical_rate"": 0.0}, {""lo"": 0.9, ""hi"": 1.0, ""n"": 1, ""mean_rho"": 0.985998572588115, ""empirical_rate"": 1.0}]","[{""lo"": 0.0, ""hi"": 0.1, ""n"": 1, ""mean_rho"": 0.0035020373865153, ""empirical_rate"": 0.0}, {""lo"": 0.9, ""hi"": 1.0, ""n"": 1, ""mean_rho"": 0.986857700329246, ""empirical_rate"": 1.0}]",,diff
rho_recovery_summary,targeted_strong_lower_override,,Chicken,mean_abs_rho_collapsed_minus_sampled_pi,0.0003115252512046272,0.0004530282814832,0.0001415030302785728,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,mean_rho_R0,0.0007882340561387496,0.0006494870405678,0.00013874701557094963,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,median_rho_R0,0.0007882340561387496,0.0006494870405678,0.00013874701557094963,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,median_log_B_eff_R0,-5.5354890293429175,-5.729240064506335,0.19375103516341774,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,brier_model,0.466956199966703,0.4669561002269474,9.973975562127535e-08,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,brier_improvement,-0.10584508885559185,-0.1058449891158362,9.973975564903093e-08,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,log_score_model,-1.6968766130001633,-1.6968071895865142,6.942341364912785e-05,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,log_score_improvement,-0.7098360999891585,-0.7097666765755094,6.942341364912785e-05,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,ECE,0.482801438265147,0.4828708117729325,6.937350778551954e-05,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,calibration_bins,"[{""lo"": 0.0, ""hi"": 0.1, ""n"": 2, ""mean_rho"": 0.017198561734853016, ""empirical_rate"": 0.5}]","[{""lo"": 0.0, ""hi"": 0.1, ""n"": 2, ""mean_rho"": 0.0171291882270675, ""empirical_rate"": 0.5}]",,diff
rho_recovery_summary,targeted_strong_lower_override,,LLMs,mean_abs_rho_collapsed_minus_sampled_pi,0.003279972179534236,0.0032723290309809,7.643148553335751e-06,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,mean_RPS,0.07207816373003606,0.0721753955176748,9.723178763873519e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,median_RPS,0.03807347533357435,0.0379302082325902,0.00014326710098415407,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,q90_RPS,0.19509508158316258,0.1947684608891597,0.00032662069400288263,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,mean_RPS_improvement,0.15882387677371976,0.158726644986081,9.723178763876295e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,weighted_mean_cell_TV,0.39394159054296085,0.3942830828256913,0.00034149228273044896,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,median_cell_TV,0.3731515654991237,0.3757781470385388,0.002626581539415085,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,q90_cell_TV,0.8372725528828427,0.8370203540019212,0.0002521988809215392,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,max_cell_TV,0.9413257603618762,0.9404794188138802,0.0008463415479960101,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,fraction_cell_TV_gt_0p5,0.3040201005025125,0.3065326633165828,0.002512562814070307,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,mean_abs_top7_error_high_q,0.32384258749935485,0.3244365411113024,0.0005939536119475286,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,q90_abs_top7_error_high_q,0.4683646423897808,0.4675204300107589,0.0008442123790219358,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,mean_abs_high_error_high_q,0.19950041866519813,0.2011023501977948,0.001601931532596662,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,q90_abs_high_error_high_q,0.3128544582043877,0.3119115170416899,0.0009429411626977746,diff
posterior_predictive_summary,targeted_strong_lower_override,,ALL,ppc_draws,300.0,100.0,200.0,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,mean_RPS,0.06168506557282715,0.0619204446280285,0.00023537905520135127,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,median_RPS,0.0286429949021161,0.0290707675149378,0.000427772612821703,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,q90_RPS,0.13495414378958964,0.1344076529281831,0.00054649086140654,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,mean_RPS_improvement,0.1672321693227416,0.1669967902675402,0.00023537905520140678,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,weighted_mean_cell_TV,0.4016967190006573,0.4026816690248379,0.0009849500241805864,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,median_cell_TV,0.3689085558458076,0.3717000428972776,0.0027914870514699763,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,q90_cell_TV,0.7065332856364186,0.7068711396976808,0.0003378540612621883,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,max_cell_TV,0.8532677955199097,0.8527395485235343,0.0005282469963754366,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,mean_abs_top7_error_high_q,0.2463947488267716,0.2466078941923254,0.00021314536555380736,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,q90_abs_top7_error_high_q,0.3633432742431591,0.3657901630962779,0.0024468888531187782,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,mean_abs_high_error_high_q,0.1811274709858881,0.1830967663962859,0.001969295410397781,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,q90_abs_high_error_high_q,0.31503265397498936,0.3117244955236146,0.0033081584513747764,diff
posterior_predictive_summary,targeted_strong_lower_override,,Chicken,ppc_draws,300.0,100.0,200.0,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,mean_RPS,0.05947323100850265,0.0596317303875269,0.00015849937902424893,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,median_RPS,0.0340766954053807,0.0339350394865626,0.00014165591881809547,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,q90_RPS,0.1491117506564457,0.1485494523928697,0.0005622982635759832,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,mean_RPS_improvement,0.1576546317419191,0.1574961323628947,0.0001584993790244016,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,weighted_mean_cell_TV,0.5101542395227955,0.5104620799997388,0.00030784047694332184,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,median_cell_TV,0.4153638406798087,0.4191141312056201,0.003750290525811384,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,q90_cell_TV,0.8993781142081,0.8997353108841357,0.00035719667603573146,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,max_cell_TV,0.9413257603618762,0.9404794188138802,0.0008463415479960101,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,mean_abs_top7_error_high_q,0.43719317079722103,0.4385156663374824,0.0013224955402613703,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,q90_abs_top7_error_high_q,0.5510584256316104,0.5492017517745245,0.0018566738570859886,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,mean_abs_high_error_high_q,0.29967131351237253,0.3007742000754718,0.001102886563099259,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,q90_abs_high_error_high_q,0.5476696991666328,0.546271529725664,0.0013981694409688217,diff
posterior_predictive_summary,targeted_strong_lower_override,,ELIZA,ppc_draws,300.0,100.0,200.0,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,mean_RPS,0.0612447273441325,0.0613442272185793,9.949987444680258e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,median_RPS,0.03835608463008025,0.0382218762053769,0.0001342084247033526,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,q90_RPS,0.12918956278783245,0.1286842555102608,0.0005053072775716427,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,mean_RPS_improvement,0.1861162048873798,0.1860167050129329,9.949987444687891e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,weighted_mean_cell_TV,0.5481235241633053,0.5489368107942534,0.0008132866309480402,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,median_cell_TV,0.4994139066020574,0.4993534428232307,6.0463778826735926e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,q90_cell_TV,0.8923702675201766,0.8926337151611917,0.0002634476410151576,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,max_cell_TV,0.9350319554307864,0.934368255842475,0.0006636995883114727,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,mean_abs_top7_error_high_q,0.3980731517606753,0.3990785041002299,0.001005352339554566,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,q90_abs_top7_error_high_q,0.49435404483787937,0.4936970201295504,0.0006570247083289571,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,mean_abs_high_error_high_q,0.21939560753321619,0.2206922775123804,0.0012966699791642222,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,q90_abs_high_error_high_q,0.4192467761075281,0.4180478861160382,0.001198889991489871,diff
posterior_predictive_summary,targeted_strong_lower_override,,Human,ppc_draws,300.0,100.0,200.0,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,mean_RPS,0.0835753496654784,0.0835864283359504,1.1078670471995067e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,median_RPS,0.039644378145179904,0.0392542820995441,0.00039009604563580713,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,q90_RPS,0.24780694257612662,0.2488129029840239,0.0010059604078972717,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,mean_RPS_improvement,0.14759739633741864,0.1475863176669467,1.1078670471953433e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,weighted_mean_cell_TV,0.3173773105613764,0.3172792937200404,9.801684133603494e-05,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,median_cell_TV,0.2850383169889137,0.2854485212402516,0.00041020425133792005,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,q90_cell_TV,0.5630662004699385,0.5621435837673734,0.0009226167025651044,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,max_cell_TV,0.7425533126426536,0.7411521391402517,0.0014011735024018757,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,fraction_cell_TV_gt_0p5,0.15000000000000002,0.16,0.009999999999999981,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,mean_abs_top7_error_high_q,0.1749623872652205,0.1742636166762856,0.0006987705889349161,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,q90_abs_top7_error_high_q,0.28697575027026323,0.285650569051102,0.0013251812191612533,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,mean_abs_high_error_high_q,0.13765017685109626,0.1396496005858338,0.0019994237347375488,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,q90_abs_high_error_high_q,0.14326038391147886,0.1453028095899858,0.0020424256785069317,diff
posterior_predictive_summary,targeted_strong_lower_override,,LLMs,ppc_draws,300.0,100.0,200.0,diff
loo_lppd_summary,targeted_strong_lower_override,,,n_ratings_used_for_loo,214.5,50.0,164.5,diff
loo_lppd_summary,targeted_strong_lower_override,,,loo_draws,300.0,100.0,200.0,diff
loo_lppd_summary,targeted_strong_lower_override,,,loo_partial_flag,0.5,1.0,0.5,diff
loo_lppd_summary,targeted_strong_lower_override,,,elpd_loo,-285.7650318456839,-61.953772588507945,223.81125925717595,diff
loo_lppd_summary,targeted_strong_lower_override,,,se_elpd_loo,13.029352600169343,6.390312936010341,6.639039664159002,diff
loo_lppd_summary,targeted_strong_lower_override,,,p_loo,6.973251078743459,1.8472059789682085,5.126045099775251,diff
loo_lppd_summary,targeted_strong_lower_override,,,lppd_conditional,-278.7917807669404,-60.10656660953974,218.68521415740065,diff
loo_lppd_summary,targeted_strong_lower_override,,,mean_pareto_k,0.09684329976571095,0.1569008021533703,0.06005750238765935,diff
loo_lppd_summary,targeted_strong_lower_override,,,median_pareto_k,0.0904783593735648,0.1536303478577728,0.063151988484208,diff
loo_lppd_summary,targeted_strong_lower_override,,,max_pareto_k,0.6046919227699887,0.5860750090203954,0.01861691374959329,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,max_rhat,1.01,1.04,0.030000000000000027,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,n_rhat_gt_1p01,0.0,38.0,38.0,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,min_ess_bulk,2679.0,247.0,2432.0,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,min_ess_tail,1569.0,80.0,1489.0,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,median_ess_bulk,7631.0,761.0,6870.0,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,median_ess_tail,2784.0,265.0,2519.0,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,mean_acceptance_rate,0.9481066738517945,0.9729356685218128,0.02482899467001831,diff
sampler_diagnostics_summary,targeted_strong_lower_override,20260511.0,,runtime_seconds,2210.085331916809,1044.3279082775116,1165.7574236392975,diff
